Dist_Name,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Fatalities_per_1000,Injured_per_1000,Impact_Score,Impact_Level,Dist_Name_clean,Flood_Count,Avg_Flood_Duration,Max_Flood_Duration,Total_Flood_Duration,Districts_clean,Event_Impact,DFSI,Population_Density,Supply_Priority_Score,Supply_Priority_Level
Alipurduar,19,0,1381430,5.0,0.01375386374988237,0.0,0.5068769318749412,Low,alipurduar,0.0,0.0,0.0,0.0,,0.0,0,0.10306104193689077,0.0027197640245427883,Low
Paschim Bardhaman,117,0,3727296,13.0,0.03139004790604234,0.0,1.3156950239530212,Low,paschim bardhaman,1.0,1.0,1.0,1.0,paschim purba bardhaman,1.2000000000000002,0,0.27807345241322773,0.013478950012527009,Low
Kalimpong,12,0,214033,6.0,0.05606612064494727,0.0,0.6280330603224737,Low,kalimpong,0.0,0.0,0.0,0.0,,0.0,0,0.015967847801827483,0.0033668032289568316,Low
Cooch Behar,337,3,3286533,8.0,0.10253966718119065,0.0009128160283192045,0.851726241604755,Low,cooch behar,5.0,2.4,7.0,12.0,cooch behar,0.3,0,0.24519050211735335,0.021960993211168355,Low
Uttar Dinajpur,46,3,3289303,10.0,0.01398472563944398,0.0009120473243115639,1.0074483864818777,Low,uttar dinajpur,1.0,1.0,1.0,1.0,uttar kashi dinajpur,0.0,0,0.2453971568781195,0.009465730306371758,Low
Thiruvallur,44,6,4840586,6.0,0.009089808547973324,0.0012395193474509078,0.6051646639477122,Low,thiruvallur,2.0,1.0,1.0,2.0,thiruvallur,0.0,0,0.36113001508952774,0.01029029111457493,Low
Chennai,238,21,5558758,8.0,0.04281531953720598,0.0037778223121064094,0.8232965709246562,Low,chennai,18.0,13.777777777777779,186.0,248.0,chennai,28.6,0,0.4147089547461884,0.11043284863359762,Low
Krishnagiri,35,4,2151735,6.0,0.01626594352929148,0.001858964974776169,0.6090624542520339,Low,krishnagiri,3.0,6.333333333333333,16.0,19.0,krishnagiri,2.8,0,0.16052934355854126,0.017801849643890262,Low
Tiruvannamalai,48,10,2908761,5.0,0.0165018714153552,0.0034378898781989996,0.5099698806467771,Low,tiruvannamalai,4.0,4.75,16.0,19.0,tiruvannamalai,1.2000000000000002,0,0.21700697060682939,0.017899682943456046,Low
Dharmapuri,28,4,1771524,6.0,0.015805600149927407,0.002257942878561058,0.6090317715142444,Low,dharmapuri,0.0,0.0,0.0,0.0,,0.0,0,0.1321638514120936,0.003432219595600268,Low
Salem,64,9,3947265,6.0,0.016213758133796437,0.002280059737565124,0.6092469089356809,Low,salem,2.0,1.0,1.0,2.0,salem,0.4,0,0.29448415316087034,0.010859450512327755,Low
Erode,64,9,2286982,6.0,0.027984479108274573,0.003935317374601112,0.6159598982414379,Low,erode,2.0,1.0,1.0,2.0,erode,1.2000000000000002,0,0.17061939281101057,0.012003662940603219,Low
The Nilgiris,156,23,708881,6.0,0.22006514492559398,0.032445502136465784,0.72625532353103,Low,the nilgiris,6.0,5.166666666666667,8.0,31.0,the nilgiris,8.8,0,0.052885788255116126,0.03792135716629051,Low
Namakkal,29,4,2030160,8.0,0.014284588406825078,0.001970288056113804,0.8081274382314695,Low,namakkal,0.0,0.0,0.0,0.0,,0.0,0,0.15145928848989682,0.004759852628121015,Low
Perambalur,32,4,600175,8.0,0.0533177823134919,0.0066647227891864875,0.8299912525513392,Low,perambalur,0.0,0.0,0.0,0.0,,0.0,0,0.04477581987105638,0.00472855595801683,Low
Coimbatore,142,24,4180340,5.0,0.033968528875641696,0.00574115980996761,0.5198548443428046,Low,coimbatore,10.0,3.5,7.0,35.0,coimbatore,19.5,0,0.3118726218849033,0.06743604033673911,Low
Tiruchirappalli,85,53,3072981,6.0,0.027660437861477177,0.017247096548921065,0.6224537672051992,Low,tiruchirappalli,3.0,4.0,10.0,12.0,tiruchirappalli,16.799999999999997,0,0.22925853913138453,0.040787908130214885,Low
Ariyalur,23,4,772923,7.0,0.02975716856659719,0.005175159750712554,0.7174661641586549,Low,ariyalur,0.0,0.0,0.0,0.0,,0.0,0,0.05766361648218688,0.004016929852027403,Low
Tiruppur,20,4,3131866,8.0,0.006385969259221179,0.0012771938518442358,0.8038315815555328,Low,tiruppur,1.0,5.0,5.0,5.0,tiruppur,0.0,0,0.23365163140131773,0.008120950635217093,Low
Thanjavur,144,22,2499232,9.0,0.05761770015748838,0.008802704190727392,0.9332102021741079,Low,thanjavur,5.0,27.6,119.0,138.0,thanjavur,3.2,0,0.1864542205989586,0.027116064478992428,Low
Karur,23,4,1234912,7.0,0.01862480889326527,0.0032390971988287423,0.7109319530460471,Low,karur,0.0,0.0,0.0,0.0,,0.0,0,0.09213012416146286,0.004030487572896554,Low
Thiruvarur,41,5,1412221,5.0,0.029032283190803705,0.003540522340341915,0.5162864027655728,Low,thiruvarur,2.0,1.0,1.0,2.0,thiruvarur,0.7,0,0.10535819238409316,0.010434687709149671,Low
Dindigul,52,12,2457758,6.0,0.02115749394366736,0.004882498602384775,0.6130199962730262,Low,dindigul,2.0,1.0,1.0,2.0,dindigul,3.6000000000000005,0,0.18336006913758118,0.015911603783334647,Low
Madurai,56,54,3384080,7.0,0.016548072149594573,0.015957069572823338,0.716252570861209,Low,madurai,3.0,8.333333333333334,16.0,25.0,madurai,23.900000000000002,0,0.25246795769441327,0.05299263648329598,Low
Theni,23,5,1406691,8.0,0.01635042806131553,0.00355444088289468,0.8099524344721052,Low,theni,1.0,16.0,16.0,16.0,theni,0.0,0,0.1049456289086286,0.00795131342950259,Low
Virudhunagar,26,5,2112777,6.0,0.01230607868222723,0.0023665535927360056,0.6073363161374817,Low,virudhunagar,1.0,1.0,1.0,1.0,virudhunagar,0.0,0,0.1576228972878092,0.006717906133097721,Low
Thoothukkudi,34,4,1817973,6.0,0.018702147941691102,0.002200252699022483,0.6104512003203569,Low,thoothukkudi,0.0,0.0,0.0,0.0,,0.0,0,0.1356291607921756,0.0034471011786946218,Low
Kanniyakumari,50,5,2092603,6.0,0.023893686475647793,0.0023893686475647794,0.6131415275616063,Low,kanniyakumari,6.0,1.6666666666666667,3.0,10.0,kanniyakumariumari,11.600000000000001,0,0.1561178239507347,0.04191034778411795,Low
Viluppuram,75,10,2449240,6.0,0.030621743887899917,0.004082899185053323,0.6173523215364767,Low,viluppuram,3.0,6.0,16.0,18.0,viluppuram,1.2000000000000002,0,0.18272458709707357,0.01528771803111814,Low
Cuddalore,63,10,2998319,4.0,0.02101177359713893,0.003335202158276021,0.4121734878777075,Low,cuddalore,4.0,2.75,8.0,11.0,cuddalore,3.6,0,0.22368840998036557,0.021180191367935416,Low
Pudukkottai,46,4,1827769,6.0,0.02516729411648846,0.0021884603579555182,0.6136778772372221,Low,pudukkottai,3.0,1.0,1.0,3.0,pudukkottai,1.6,0,0.1363599875201414,0.01583938759584189,Low
Sivaganga,16,4,1534446,10.0,0.010427216076681747,0.002606804019170437,1.0065170100479262,Low,sivaganga,1.0,1.0,1.0,1.0,sivaganga,0.0,0,0.11447674044714122,0.009246574768055972,Low
Ramanathapuram,103,17,1550443,7.0,0.06643262603010881,0.010964608179726696,0.7386986171049178,Low,ramanathapuram,1.0,1.0,1.0,1.0,ramanathapuram,13.600000000000001,0,0.11567019034171745,0.029640815393792742,Low
Nagapattinam,81,5,1816255,6.0,0.044597261948349766,0.002752917404219121,0.6236750896762845,Low,nagapattinam,4.0,1.0,1.0,4.0,nagapattinam,6.4,0,0.1355009900777365,0.02697105174337412,Low
Kallakurichi,20,4,1575629,10.0,0.012693343420310237,0.0025386686840620475,1.0076160060521862,Low,kallakurichi,2.0,8.5,16.0,17.0,kallakurichi,0.4,0,0.11754918196794717,0.013165074714333307,Low
Tenkasi,16,4,1653931,11.0,0.00967392230993917,0.0024184805774847924,1.106046201443712,Low,tenkasi,0.0,0.0,0.0,0.0,,0.0,0,0.12339087188762636,0.006653789218629775,Low
Tirunelveli,3,0,1871307,1.0,0.0016031575791679291,0.0,0.10080157878958397,Low,tirunelveli,3.0,3.6666666666666665,7.0,11.0,tirunelveli,17.2,0,0.13960812288990196,0.03789679172427979,Low
Vellore,38,23,1718125,6.0,0.022117133503092034,0.013386686067660969,0.6177519097853766,Low,vellore,8.0,3.75,16.0,30.0,vellore,12.7,0,0.1281800400149269,0.050195872295905115,Low
Ranipet,16,4,1198951,10.0,0.013344999086701627,0.0033362497716754066,1.0083406244291886,Low,ranipet,1.0,1.0,1.0,1.0,ranipet,0.0,0,0.08944726789723484,0.00921770848898666,Low
Tirupathur,16,4,1329320,11.0,0.01203622904943881,0.0030090572623597024,1.1075226431558993,Low,tirupathur,0.0,0.0,0.0,0.0,,0.0,0,0.09917339587785674,0.006623984287191193,Low
Kancheepuram,28,6,1542112,6.0,0.018156917266709552,0.0038907679857234758,0.6110238426262166,Low,kancheepuram,3.0,2.3333333333333335,5.0,7.0,kancheepuram,1.2000000000000002,0,0.11504865936267672,0.015136363731968987,Low
Chengalpattu,36,4,3240797,10.0,0.011108378587119156,0.001234264287457684,1.0061713214372885,Low,chengalpattu,1.0,1.0,1.0,1.0,chengalpattu,0.4,0,0.24177838582190178,0.010102583147648196,Low
